CLAUSE_ID,NUMBER,TEXT_VN,TEXT_EN,TEXT_JP
C0197,2,"Sơ đồ, kế hoạch, quy tắc và phương pháp để thực hiện các hoạt động trí óc, huấn luyện vật nuôi, thực hiện trò chơi, kinh doanh; chương trình máy tính;","Schemes, plans, rules and methods for performing mental acts, training animals, playing games, doing business; computer programs;",精神的行為の実行、動物の訓練、ゲームのプレイ、ビジネスを行うための計画、プラン、ルール、方法、コンピュータ プログラム。
C0198,3,Cách thức thể hiện thông tin;,How information is presented;,情報がどのように提示されるか。
C0199,4,Giải pháp chỉ mang đặc tính thẩm mỹ;,The solution is only aesthetic;,解決策は見た目だけの問題です。
C0200,5,"Giống thực vật, giống động vật;",Plant and animal species;,植物および動物の種;
C0201,6,"Quy trình sản xuất thực vật, động vật chủ yếu mang bản chất sinh học mà không phải là quy trình vi sinh;",Plant and animal production processes are primarily biological in nature and not microbiological;,植物および動物の生産プロセスは、本質的には生物学的なものであり、微生物学的なものではありません。
C0202,7,"Phương pháp phòng ngừa, chẩn đoán và chữa bệnh cho người và động vật.","Methods of prevention, diagnosis and treatment of diseases in humans and animals.",人間および動物の病気の予防、診断、治療の方法。
C0203,1,"Sáng chế được coi là có tính mới nếu chưa bị bộc lộ công khai dưới hình thức sử dụng, mô tả bằng văn bản hoặc bất kỳ hình thức nào khác ở trong nước hoặc ở nước ngoài trước ngày nộp đơn đăng ký sáng chế hoặc trước ngày ưu tiên trong trường hợp đơn đăng ký sáng chế được hưởng quyền ưu tiên.","An invention is considered to be novel if it has not been publicly disclosed by use, written description or any other form domestically or abroad before the filing date of the patent application or before the priority date in the case of a patent application entitled to priority.",発明は、特許出願の出願日前、または優先権が認められる特許出願の場合は優先日前に、使用、明細書またはその他の形式によって国内外で公然と開示されていない場合、新規であるとみなされます。
C0204,2,Sáng chế được coi là chưa bị bộc lộ công khai nếu chỉ có một số người có hạn được biết và có nghĩa vụ giữ bí mật về sáng chế đó.,An invention is considered not publicly disclosed if only a limited number of people know about it and are obliged to keep it secret.,発明が、限られた人数の人しか知ることができず、秘密にしておく義務がある場合、その発明は非公開とみなされます。
C0205,3,"Sáng chế không bị coi là mất tính mới nếu được công bố trong các trường hợp sau đây với điều kiện đơn đăng ký sáng chế được nộp trong thời hạn sáu tháng kể từ ngày công bố:
a) Sáng chế bị người khác công bố nhưng không được phép của người có quyền đăng ký quy định tại Điều 86 của Luật này;
b) Sáng chế được người có quyền đăng ký quy định tại Điều 86 của Luật này công bố dưới dạng báo cáo khoa học;
c) Sáng chế được người có quyền đăng ký quy định tại Điều 86 của Luật này trưng bày tại cuộc triển lãm quốc gia của Việt Nam hoặc tại cuộc triển lãm quốc tế chính thức hoặc được thừa nhận là chính thức.","An invention shall not be considered to have lost its novelty if it is published in the following cases, provided that the patent application is filed within six months from the date of publication:
a) The invention is published by another person without the permission of the person entitled to register as prescribed in Article 86 of this Law;
b) The invention is published by the person entitled to register as prescribed in Article 86 of this Law in the form of a scientific report;
c) The invention is displayed by the person entitled to register as prescribed in Article 86 of this Law at a national exhibition of Vietnam or at an official or officially recognized international exhibition.","発明は、次に掲げる場合に公開された場合、その新規性を失ったものとはみなされない。ただし、特許出願は公開の日から6ヶ月以内に提出されるものとする。
a) 発明が、本法第86条に規定する登録権者の許可を得ずに他人によって公開された場合。
b) 発明が、本法第86条に規定する登録権者によって、科学報告書の形式で公開された場合。
c) 発明が、本法第86条に規定する登録権者によって、ベトナムの全国博覧会、または公式もしくは公認の国際博覧会において展示された場合。"
C0206,0,"Sáng chế được coi là có trình độ sáng tạo nếu căn cứ vào các giải pháp kỹ thuật đã được bộc lộ công khai dưới hình thức sử dụng, mô tả bằng văn bản hoặc dưới bất kỳ hình thức nào khác ở trong nước hoặc ở nước ngoài trước ngày nộp đơn hoặc trước ngày ưu tiên của đơn đăng ký sáng chế trong trường hợp đơn đăng ký sáng chế được hưởng quyền ưu tiên, sáng chế đó là một bước tiến sáng tạo, không thể được tạo ra một cách dễ dàng đối với người có hiểu biết trung bình về lĩnh vực kỹ thuật tương ứng.","An invention is considered to have an inventive step if, based on technical solutions that have been publicly disclosed in the form of use, written description or in any other form domestically or abroad before the filing date or before the priority date of the patent application in case the patent application enjoys priority, the invention is an inventive step that cannot be easily created by a person with average knowledge in the relevant technical field.",発明は、出願日前、または特許出願が優先権を有する場合の優先日前に、使用、明細書またはその他の形式で国内外で公開された技術的解決手段に基づいて、当該技術分野における平均的な知識を有する者によって容易に創作することができない進歩性を有する場合に、進歩性があるとみなされます。
